0.0,0.850587785243988,0.0,0
0.1694915254237288,0.4033294916152954,0.09259259259259259,10
0.0,0.4826224446296692,0.0,20
0.10526315789473684,0.33429527282714844,0.05555555555555555,30
0.13793103448275862,0.01586851105093956,0.07407407407407407,40
0.19999999999999998,0.017232729122042656,0.1111111111111111,50
0.25806451612903225,0.024924280121922493,0.14814814814814814,60
0.1694915254237288,0.00020343202049843967,0.09259259259259259,70
0.2857142857142857,0.000581410713493824,0.16666666666666666,80
0.19999999999999998,0.00024988208315335214,0.1111111111111111,90
0.22950819672131148,2.7743868486140855e-05,0.12962962962962962,100
