0.6708074534161491,0
0.6708074534161491,0
0.6814814814814814,1
0.6838709677419357,3
0.7019867549668873,8
0.6837606837606837,10
0.6901408450704225,20
0.7153284671532847,25
0.7076923076923076,30
0.7213114754098361,35
0.72,40
0.7272727272727273,41
0.7058823529411764,50
0.7142857142857143,60
0.7213114754098361,70
0.6821705426356589,80
0.6610169491525424,90
0.7049180327868853,100
0.6363636363636364,110
0.6718749999999999,120
0.6890756302521008,130
0.6771653543307086,140
0.6440677966101694,150
0.6842105263157895,160
